test,PKG,CPU,nn,nn2,time
bubblesort,0.010986328125,0.0091552734375,  ,  ,3.165
bubblesort,0.01318359375,0.01092529296875,  ,  ,3.069
bubblesort,0.01519775390625,0.0093994140625,  ,  ,2.617
bubblesort,0.01055908203125,0.00958251953125,  ,  ,2.572
bubblesort,0.00994873046875,0.00994873046875,  ,  ,2.671
bubblesort,0.015380859375,0.010009765625,  ,  ,2.684
bubblesort,0.0098876953125,0.01025390625,  ,  ,2.712
bubblesort,0.0146484375,0.01007080078125,  ,  ,2.638
bubblesort,0.01434326171875,0.009765625,  ,  ,2.537
bubblesort,0.010009765625,0.010009765625,  ,  ,2.555
bubblesort,0.01446533203125,0.0093994140625,  ,  ,2.58
bubblesort,0.01019287109375,0.0096435546875,  ,  ,2.591
bubblesort,0.014404296875,0.0103759765625,  ,  ,2.591
bubblesort,0.014892578125,0.0093994140625,  ,  ,2.588
bubblesort,0.0087890625,0.0096435546875,  ,  ,2.566
bubblesort,0.015380859375,0.009521484375,  ,  ,2.561
bubblesort,0.01025390625,0.009765625,  ,  ,2.556
bubblesort,0.01470947265625,0.0101318359375,  ,  ,2.654
bubblesort,0.01025390625,0.01068115234375,  ,  ,2.321
bubblesort,0.01849365234375,0.01190185546875,  ,  ,2.288
bubblesort,0.01287841796875,0.011474609375,  ,  ,2.224
bubblesort,0.012939453125,0.01141357421875,  ,  ,2.122
bubblesort,0.0142822265625,0.0125732421875,  ,  ,2.153
bubblesort,0.013916015625,0.011962890625,  ,  ,2.107
bubblesort,0.0133056640625,0.01324462890625,  ,  ,2.163
bubblesort,0.01385498046875,0.01202392578125,  ,  ,2.151
bubblesort,0.02203369140625,0.013427734375,  ,  ,2.068
bubblesort,0.01385498046875,0.01171875,  ,  ,2.108
bubblesort,0.01318359375,0.013427734375,  ,  ,2.161
bubblesort,0.0145263671875,0.01348876953125,  ,  ,2.168
bubblesort,0.01312255859375,0.01312255859375,  ,  ,2.165
bubblesort_func,0.01763916015625,0.01910400390625,  ,  ,3.698
bubblesort_func,0.02545166015625,0.0174560546875,  ,  ,3.418
bubblesort_func,0.0189208984375,0.0172119140625,  ,  ,3.415
bubblesort_func,0.024658203125,0.01715087890625,  ,  ,3.342
bubblesort_func,0.01715087890625,0.0172119140625,  ,  ,3.377
bubblesort_func,0.01849365234375,0.0186767578125,  ,  ,3.467
bubblesort_func,0.02392578125,0.01708984375,  ,  ,3.444
bubblesort_func,0.01739501953125,0.0179443359375,  ,  ,3.416
bubblesort_func,0.023681640625,0.01837158203125,  ,  ,3.422
bubblesort_func,0.01800537109375,0.017822265625,  ,  ,3.464
bubblesort_func,0.02496337890625,0.01788330078125,  ,  ,3.398
bubblesort_func,0.0169677734375,0.0169677734375,  ,  ,3.428
bubblesort_func,0.0177001953125,0.0174560546875,  ,  ,3.41
bubblesort_func,0.02435302734375,0.01739501953125,  ,  ,3.372
bubblesort_func,0.0177001953125,0.01824951171875,  ,  ,3.397
bubblesort_func,0.01849365234375,0.01666259765625,  ,  ,3.426
bubblesort_func,0.017333984375,0.01727294921875,  ,  ,3.404
bubblesort_func,0.0179443359375,0.017578125,  ,  ,3.379
bubblesort_func,0.02337646484375,0.01824951171875,  ,  ,3.406
bubblesort_func,0.01898193359375,0.01776123046875,  ,  ,3.443
bubblesort_func,0.02398681640625,0.01873779296875,  ,  ,3.435
bubblesort_func,0.01898193359375,0.01788330078125,  ,  ,3.418
bubblesort_func,0.02484130859375,0.01861572265625,  ,  ,3.502
bubblesort_func,0.018310546875,0.01861572265625,  ,  ,3.414
bubblesort_func,0.01910400390625,0.017333984375,  ,  ,3.404
bubblesort_func,0.02386474609375,0.01806640625,  ,  ,3.456
bubblesort_func,0.01837158203125,0.01837158203125,  ,  ,3.49
bubblesort_func,0.0252685546875,0.017578125,  ,  ,3.396
bubblesort_func,0.0177001953125,0.01739501953125,  ,  ,3.379
bubblesort_func,0.0240478515625,0.01837158203125,  ,  ,3.542
bubblesort_ll2,0.02593994140625,0.01776123046875,  ,  ,3.688
bubblesort_ll2,0.01898193359375,0.0194091796875,  ,  ,3.679
bubblesort_ll2,0.01812744140625,0.01812744140625,  ,  ,3.642
bubblesort_ll2,0.0238037109375,0.01629638671875,  ,  ,3.555
bubblesort_ll2,0.01812744140625,0.0185546875,  ,  ,3.679
bubblesort_ll2,0.02386474609375,0.01861572265625,  ,  ,3.554
bubblesort_ll2,0.0185546875,0.0167236328125,  ,  ,3.512
bubblesort_ll2,0.02374267578125,0.01861572265625,  ,  ,3.687
bubblesort_ll2,0.0234375,0.01727294921875,  ,  ,3.6
bubblesort_ll2,0.01849365234375,0.02032470703125,  ,  ,3.662
bubblesort_ll2,0.0238037109375,0.01800537109375,  ,  ,3.663
bubblesort_ll2,0.0225830078125,0.017822265625,  ,  ,3.726
bubblesort_ll2,0.0184326171875,0.0174560546875,  ,  ,3.647
bubblesort_ll2,0.0230712890625,0.01800537109375,  ,  ,3.607
bubblesort_ll2,0.02325439453125,0.01654052734375,  ,  ,3.511
bubblesort_ll2,0.01812744140625,0.018310546875,  ,  ,3.54
bubblesort_ll2,0.02471923828125,0.0189208984375,  ,  ,3.658
bubblesort_ll2,0.01739501953125,0.01824951171875,  ,  ,3.664
bubblesort_ll2,0.02337646484375,0.017822265625,  ,  ,3.639
bubblesort_ll2,0.02496337890625,0.01806640625,  ,  ,3.571
bubblesort_ll2,0.01800537109375,0.0185546875,  ,  ,3.652
bubblesort_ll2,0.02294921875,0.01910400390625,  ,  ,3.719
bubblesort_ll2,0.0233154296875,0.01788330078125,  ,  ,3.708
bubblesort_ll2,0.0174560546875,0.01800537109375,  ,  ,3.768
bubblesort_ll2,0.02239990234375,0.0177001953125,  ,  ,3.638
bubblesort_ll2,0.02301025390625,0.01611328125,  ,  ,3.564
bubblesort_ll2,0.017822265625,0.0194091796875,  ,  ,3.631
bubblesort_ll2,0.02276611328125,0.017578125,  ,  ,3.54
bubblesort_ll2,0.017578125,0.01788330078125,  ,  ,3.569
bubblesort_ll2,0.02276611328125,0.01739501953125,  ,  ,3.535
bubblesort_ll,0.01336669921875,0.0147705078125,  ,  ,2.622
bubblesort_ll,0.0208740234375,0.0137939453125,  ,  ,2.486
bubblesort_ll,0.01397705078125,0.014404296875,  ,  ,2.441
bubblesort_ll,0.0142822265625,0.01336669921875,  ,  ,2.435
bubblesort_ll,0.01904296875,0.0137939453125,  ,  ,2.401
bubblesort_ll,0.0135498046875,0.01470947265625,  ,  ,2.467
bubblesort_ll,0.02032470703125,0.0126953125,  ,  ,2.348
bubblesort_ll,0.013427734375,0.0155029296875,  ,  ,2.527
bubblesort_ll,0.02032470703125,0.01373291015625,  ,  ,2.403
bubblesort_ll,0.01300048828125,0.0140380859375,  ,  ,2.376
bubblesort_ll,0.01300048828125,0.01397705078125,  ,  ,2.537
bubblesort_ll,0.0205078125,0.01458740234375,  ,  ,2.421
bubblesort_ll,0.01470947265625,0.01422119140625,  ,  ,2.385
bubblesort_ll,0.01947021484375,0.013671875,  ,  ,2.391
bubblesort_ll,0.0137939453125,0.0140380859375,  ,  ,2.408
bubblesort_ll,0.019775390625,0.0142822265625,  ,  ,2.393
bubblesort_ll,0.01385498046875,0.01434326171875,  ,  ,2.412
bubblesort_ll,0.013916015625,0.0130615234375,  ,  ,2.378
bubblesort_ll,0.02069091796875,0.01385498046875,  ,  ,2.389
bubblesort_ll,0.01300048828125,0.01318359375,  ,  ,2.37
bubblesort_ll,0.0140380859375,0.013427734375,  ,  ,2.401
bubblesort_ll,0.02056884765625,0.01617431640625,  ,  ,2.663
bubblesort_ll,0.0142822265625,0.01324462890625,  ,  ,2.363
bubblesort_ll,0.01416015625,0.01422119140625,  ,  ,2.393
bubblesort_ll,0.01397705078125,0.0137939453125,  ,  ,2.458
bubblesort_ll,0.01922607421875,0.0142822265625,  ,  ,2.51
bubblesort_ll,0.01409912109375,0.0140380859375,  ,  ,2.534
bubblesort_ll,0.02142333984375,0.0135498046875,  ,  ,2.414
bubblesort_ll,0.013671875,0.0142822265625,  ,  ,2.378
bubblesort_ll,0.0206298828125,0.01361083984375,  ,  ,2.393
bubblesort,0.0107421875,0.0091552734375,  ,  ,3.674
bubblesort,0.012451171875,0.00927734375,  ,  ,2.978
bubblesort,0.0130615234375,0.0101318359375,  ,  ,2.981
bubblesort,0.01324462890625,0.00933837890625,  ,  ,2.874
bubblesort,0.01324462890625,0.0096435546875,  ,  ,2.898
bubblesort,0.01318359375,0.0086669921875,  ,  ,2.846
bubblesort,0.0125732421875,0.0091552734375,  ,  ,2.999
bubblesort,0.0120849609375,0.00897216796875,  ,  ,2.915
bubblesort,0.01336669921875,0.009521484375,  ,  ,2.847
bubblesort,0.0133056640625,0.00921630859375,  ,  ,2.971
bubblesort,0.0081787109375,0.00909423828125,  ,  ,2.872
bubblesort,0.01275634765625,0.00909423828125,  ,  ,2.827
bubblesort,0.01336669921875,0.0089111328125,  ,  ,2.874
bubblesort,0.01324462890625,0.0091552734375,  ,  ,2.816
bubblesort,0.0126953125,0.00933837890625,  ,  ,2.89
bubblesort,0.01300048828125,0.009521484375,  ,  ,2.861
bubblesort,0.01287841796875,0.0089111328125,  ,  ,2.855
bubblesort,0.01025390625,0.01092529296875,  ,  ,2.411
bubblesort,0.01141357421875,0.010498046875,  ,  ,2.4
bubblesort,0.0115966796875,0.0106201171875,  ,  ,2.092
bubblesort,0.02008056640625,0.011474609375,  ,  ,2.036
bubblesort,0.01483154296875,0.01275634765625,  ,  ,2.074
bubblesort,0.01373291015625,0.01153564453125,  ,  ,2.049
bubblesort,0.013671875,0.013916015625,  ,  ,2.178
bubblesort,0.01361083984375,0.0115966796875,  ,  ,2.054
bubblesort,0.01397705078125,0.0120849609375,  ,  ,2.007
bubblesort,0.01348876953125,0.01263427734375,  ,  ,2.086
bubblesort,0.0133056640625,0.0123291015625,  ,  ,2.054
bubblesort,0.01458740234375,0.01287841796875,  ,  ,2.135
bubblesort,0.0140380859375,0.01300048828125,  ,  ,2.13
bubblesort_func,0.02105712890625,0.0186767578125,  ,  ,4.129
bubblesort_func,0.01800537109375,0.01708984375,  ,  ,3.446
bubblesort_func,0.02410888671875,0.01666259765625,  ,  ,3.412
bubblesort_func,0.017333984375,0.0185546875,  ,  ,3.501
bubblesort_func,0.0242919921875,0.01715087890625,  ,  ,3.349
bubblesort_func,0.01690673828125,0.01751708984375,  ,  ,3.41
bubblesort_func,0.01812744140625,0.0169677734375,  ,  ,3.393
bubblesort_func,0.02313232421875,0.01702880859375,  ,  ,3.382
bubblesort_func,0.01690673828125,0.017333984375,  ,  ,3.36
bubblesort_func,0.0242919921875,0.017333984375,  ,  ,3.45
bubblesort_func,0.017822265625,0.01806640625,  ,  ,3.32
bubblesort_func,0.0184326171875,0.0174560546875,  ,  ,3.445
bubblesort_func,0.0234375,0.0179443359375,  ,  ,3.39
bubblesort_func,0.0177001953125,0.0172119140625,  ,  ,3.458
bubblesort_func,0.0242919921875,0.01751708984375,  ,  ,3.427
bubblesort_func,0.016845703125,0.01788330078125,  ,  ,3.376
bubblesort_func,0.01861572265625,0.017578125,  ,  ,3.354
bubblesort_func,0.0244140625,0.01727294921875,  ,  ,3.39
bubblesort_func,0.0184326171875,0.0177001953125,  ,  ,3.461
bubblesort_func,0.02423095703125,0.0185546875,  ,  ,3.522
bubblesort_func,0.0185546875,0.01715087890625,  ,  ,3.498
bubblesort_func,0.02484130859375,0.01806640625,  ,  ,3.516
bubblesort_func,0.01751708984375,0.01690673828125,  ,  ,3.374
bubblesort_func,0.01861572265625,0.01812744140625,  ,  ,3.398
bubblesort_func,0.0179443359375,0.01678466796875,  ,  ,3.429
bubblesort_func,0.0245361328125,0.0179443359375,  ,  ,3.552
bubblesort_func,0.0174560546875,0.01800537109375,  ,  ,3.508
bubblesort_func,0.02459716796875,0.0174560546875,  ,  ,3.536
bubblesort_func,0.0174560546875,0.01806640625,  ,  ,3.433
bubblesort_func,0.0189208984375,0.01763916015625,  ,  ,3.493
bubblesort_ll2,0.022705078125,0.01763916015625,  ,  ,3.867
bubblesort_ll2,0.017578125,0.01654052734375,  ,  ,3.531
bubblesort_ll2,0.02362060546875,0.01751708984375,  ,  ,3.696
bubblesort_ll2,0.017333984375,0.01629638671875,  ,  ,3.603
bubblesort_ll2,0.0230712890625,0.0181884765625,  ,  ,3.566
bubblesort_ll2,0.02337646484375,0.01739501953125,  ,  ,3.606
bubblesort_ll2,0.016845703125,0.017333984375,  ,  ,3.535
bubblesort_ll2,0.0234375,0.0164794921875,  ,  ,3.479
bubblesort_ll2,0.01788330078125,0.01885986328125,  ,  ,3.632
bubblesort_ll2,0.023681640625,0.01763916015625,  ,  ,3.61
bubblesort_ll2,0.01727294921875,0.01751708984375,  ,  ,3.653
bubblesort_ll2,0.01715087890625,0.01641845703125,  ,  ,3.514
bubblesort_ll2,0.024658203125,0.017822265625,  ,  ,3.613
bubblesort_ll2,0.01708984375,0.0184326171875,  ,  ,3.621
bubblesort_ll2,0.02325439453125,0.017333984375,  ,  ,3.485
bubblesort_ll2,0.01776123046875,0.016845703125,  ,  ,3.458
bubblesort_ll2,0.02252197265625,0.0185546875,  ,  ,3.537
bubblesort_ll2,0.01800537109375,0.01739501953125,  ,  ,3.537
bubblesort_ll2,0.023681640625,0.01873779296875,  ,  ,3.524
bubblesort_ll2,0.0177001953125,0.017822265625,  ,  ,3.64
bubblesort_ll2,0.0224609375,0.017822265625,  ,  ,3.484
bubblesort_ll2,0.01861572265625,0.018310546875,  ,  ,3.584
bubblesort_ll2,0.024169921875,0.01934814453125,  ,  ,3.596
bubblesort_ll2,0.0233154296875,0.01763916015625,  ,  ,3.621
bubblesort_ll2,0.01715087890625,0.0172119140625,  ,  ,3.559
bubblesort_ll2,0.02386474609375,0.01837158203125,  ,  ,3.68
bubblesort_ll2,0.018310546875,0.01788330078125,  ,  ,3.609
bubblesort_ll2,0.01678466796875,0.01788330078125,  ,  ,3.667
bubblesort_ll2,0.02349853515625,0.018310546875,  ,  ,3.625
bubblesort_ll2,0.017333984375,0.01800537109375,  ,  ,3.648
bubblesort_ll,0.01910400390625,0.01409912109375,  ,  ,2.818
bubblesort_ll,0.0137939453125,0.013916015625,  ,  ,2.456
bubblesort_ll,0.0206298828125,0.01324462890625,  ,  ,2.427
bubblesort_ll,0.01348876953125,0.01385498046875,  ,  ,2.397
bubblesort_ll,0.01422119140625,0.01422119140625,  ,  ,2.419
bubblesort_ll,0.01922607421875,0.0140380859375,  ,  ,2.423
bubblesort_ll,0.01287841796875,0.0126953125,  ,  ,2.363
bubblesort_ll,0.012939453125,0.01385498046875,  ,  ,2.443
bubblesort_ll,0.0198974609375,0.01409912109375,  ,  ,2.337
bubblesort_ll,0.01458740234375,0.014892578125,  ,  ,2.423
bubblesort_ll,0.02069091796875,0.01312255859375,  ,  ,2.368
bubblesort_ll,0.0125732421875,0.01513671875,  ,  ,2.46
bubblesort_ll,0.02044677734375,0.0135498046875,  ,  ,2.391
bubblesort_ll,0.01336669921875,0.0137939453125,  ,  ,2.382
bubblesort_ll,0.0146484375,0.0150146484375,  ,  ,2.405
bubblesort_ll,0.0198974609375,0.01348876953125,  ,  ,2.456
bubblesort_ll,0.0135498046875,0.01434326171875,  ,  ,2.421
bubblesort_ll,0.01983642578125,0.01336669921875,  ,  ,2.474
bubblesort_ll,0.012939453125,0.01434326171875,  ,  ,2.384
bubblesort_ll,0.0145263671875,0.01434326171875,  ,  ,2.415
bubblesort_ll,0.02020263671875,0.01416015625,  ,  ,2.389
bubblesort_ll,0.01385498046875,0.013427734375,  ,  ,2.341
bubblesort_ll,0.02081298828125,0.0146484375,  ,  ,2.454
bubblesort_ll,0.0130615234375,0.01458740234375,  ,  ,2.415
bubblesort_ll,0.01434326171875,0.014892578125,  ,  ,2.446
bubblesort_ll,0.0126953125,0.01336669921875,  ,  ,2.416
bubblesort_ll,0.01470947265625,0.01409912109375,  ,  ,2.488
bubblesort_ll,0.01934814453125,0.01373291015625,  ,  ,2.545
bubblesort_ll,0.01300048828125,0.01361083984375,  ,  ,2.558
bubblesort_ll,0.02020263671875,0.01495361328125,  ,  ,2.46
bubblesort,0.01336669921875,0.01043701171875,  ,  ,3.229
bubblesort,0.01361083984375,0.01007080078125,  ,  ,2.755
bubblesort,0.00970458984375,0.0093994140625,  ,  ,2.566
bubblesort,0.014404296875,0.0096435546875,  ,  ,2.667
bubblesort,0.01470947265625,0.009765625,  ,  ,2.639
bubblesort,0.0086669921875,0.01019287109375,  ,  ,2.625
bubblesort,0.0140380859375,0.00982666015625,  ,  ,2.664
bubblesort,0.013916015625,0.0098876953125,  ,  ,2.69
bubblesort,0.0093994140625,0.010009765625,  ,  ,2.754
bubblesort,0.0135498046875,0.00897216796875,  ,  ,2.681
bubblesort,0.01422119140625,0.00927734375,  ,  ,2.556
bubblesort,0.00970458984375,0.01025390625,  ,  ,2.577
bubblesort,0.013916015625,0.00958251953125,  ,  ,2.699
bubblesort,0.0096435546875,0.00946044921875,  ,  ,2.562
bubblesort,0.014404296875,0.010986328125,  ,  ,2.676
bubblesort,0.01446533203125,0.00897216796875,  ,  ,2.544
bubblesort,0.00909423828125,0.0103759765625,  ,  ,2.662
bubblesort,0.013671875,0.009765625,  ,  ,2.629
bubblesort,0.01470947265625,0.00982666015625,  ,  ,2.63
bubblesort,0.00897216796875,0.009521484375,  ,  ,2.614
bubblesort,0.01422119140625,0.00982666015625,  ,  ,2.698
bubblesort,0.0140380859375,0.01007080078125,  ,  ,2.705
bubblesort,0.00933837890625,0.00958251953125,  ,  ,2.566
bubblesort,0.0140380859375,0.009521484375,  ,  ,2.594
bubblesort,0.009521484375,0.009521484375,  ,  ,2.726
bubblesort,0.0137939453125,0.00994873046875,  ,  ,2.542
bubblesort,0.01397705078125,0.01025390625,  ,  ,2.591
bubblesort,0.0098876953125,0.0093994140625,  ,  ,2.58
bubblesort,0.01373291015625,0.0089111328125,  ,  ,2.543
bubblesort,0.0096435546875,0.0091552734375,  ,  ,2.559
bubblesort_func,0.0228271484375,0.018310546875,  ,  ,3.913
bubblesort_func,0.0169677734375,0.01666259765625,  ,  ,3.36
bubblesort_func,0.01788330078125,0.01629638671875,  ,  ,3.345
bubblesort_func,0.02301025390625,0.01629638671875,  ,  ,3.413
bubblesort_func,0.016845703125,0.01715087890625,  ,  ,3.367
bubblesort_func,0.0184326171875,0.01763916015625,  ,  ,3.38
bubblesort_func,0.021728515625,0.0167236328125,  ,  ,3.44
bubblesort_func,0.0174560546875,0.01641845703125,  ,  ,3.372
bubblesort_func,0.024169921875,0.01739501953125,  ,  ,3.398
bubblesort_func,0.0174560546875,0.01861572265625,  ,  ,3.475
bubblesort_func,0.01763916015625,0.01715087890625,  ,  ,3.343
bubblesort_func,0.02435302734375,0.01885986328125,  ,  ,3.479
bubblesort_func,0.01837158203125,0.017822265625,  ,  ,3.554
bubblesort_func,0.02294921875,0.01776123046875,  ,  ,3.432
bubblesort_func,0.01788330078125,0.01800537109375,  ,  ,3.419
bubblesort_func,0.0245361328125,0.0166015625,  ,  ,3.395
bubblesort_func,0.01763916015625,0.01812744140625,  ,  ,3.394
bubblesort_func,0.0179443359375,0.01702880859375,  ,  ,3.415
bubblesort_func,0.01788330078125,0.0185546875,  ,  ,3.51
bubblesort_func,0.01824951171875,0.017578125,  ,  ,3.484
bubblesort_func,0.024169921875,0.018310546875,  ,  ,3.512
bubblesort_func,0.01751708984375,0.017822265625,  ,  ,3.415
bubblesort_func,0.0257568359375,0.01837158203125,  ,  ,3.404
bubblesort_func,0.01837158203125,0.01629638671875,  ,  ,3.389
bubblesort_func,0.0250244140625,0.01708984375,  ,  ,3.406
bubblesort_func,0.01727294921875,0.01806640625,  ,  ,3.514
bubblesort_func,0.02545166015625,0.01806640625,  ,  ,3.57
bubblesort_func,0.01763916015625,0.01788330078125,  ,  ,3.429
bubblesort_func,0.0185546875,0.01715087890625,  ,  ,3.414
bubblesort_func,0.02459716796875,0.01947021484375,  ,  ,3.458
bubblesort_ll2,0.025634765625,0.01806640625,  ,  ,3.691
bubblesort_ll2,0.0185546875,0.01763916015625,  ,  ,3.533
bubblesort_ll2,0.02496337890625,0.01800537109375,  ,  ,3.668
bubblesort_ll2,0.018310546875,0.0181884765625,  ,  ,3.593
bubblesort_ll2,0.02410888671875,0.01788330078125,  ,  ,3.635
bubblesort_ll2,0.02374267578125,0.01751708984375,  ,  ,3.655
bubblesort_ll2,0.01708984375,0.018798828125,  ,  ,3.608
bubblesort_ll2,0.02374267578125,0.01885986328125,  ,  ,3.731
bubblesort_ll2,0.024658203125,0.01708984375,  ,  ,3.601
bubblesort_ll2,0.0177001953125,0.0196533203125,  ,  ,3.778
bubblesort_ll2,0.0234375,0.017333984375,  ,  ,3.611
bubblesort_ll2,0.02392578125,0.01715087890625,  ,  ,3.606
bubblesort_ll2,0.017822265625,0.01904296875,  ,  ,3.6
bubblesort_ll2,0.0230712890625,0.0177001953125,  ,  ,3.565
bubblesort_ll2,0.0181884765625,0.01690673828125,  ,  ,3.514
bubblesort_ll2,0.024169921875,0.01800537109375,  ,  ,3.536
bubblesort_ll2,0.01763916015625,0.0174560546875,  ,  ,3.572
bubblesort_ll2,0.02386474609375,0.01861572265625,  ,  ,3.694
bubblesort_ll2,0.0245361328125,0.0186767578125,  ,  ,3.73
bubblesort_ll2,0.01776123046875,0.01690673828125,  ,  ,3.631
bubblesort_ll2,0.0238037109375,0.01904296875,  ,  ,3.652
bubblesort_ll2,0.0242919921875,0.0191650390625,  ,  ,3.668
bubblesort_ll2,0.01824951171875,0.01800537109375,  ,  ,3.578
bubblesort_ll2,0.0238037109375,0.01739501953125,  ,  ,3.577
bubblesort_ll2,0.0174560546875,0.0185546875,  ,  ,3.579
bubblesort_ll2,0.0172119140625,0.01800537109375,  ,  ,3.581
bubblesort_ll2,0.02447509765625,0.01806640625,  ,  ,3.601
bubblesort_ll2,0.0167236328125,0.017578125,  ,  ,3.454
bubblesort_ll2,0.02423095703125,0.0179443359375,  ,  ,3.556
bubblesort_ll2,0.01702880859375,0.01812744140625,  ,  ,3.565
bubblesort_ll,0.01300048828125,0.0135498046875,  ,  ,2.513
bubblesort_ll,0.02032470703125,0.01507568359375,  ,  ,2.511
bubblesort_ll,0.013671875,0.01422119140625,  ,  ,2.529
bubblesort_ll,0.019775390625,0.013916015625,  ,  ,2.458
bubblesort_ll,0.0142822265625,0.013671875,  ,  ,2.405
bubblesort_ll,0.01995849609375,0.015380859375,  ,  ,2.501
bubblesort_ll,0.0125732421875,0.0137939453125,  ,  ,2.516
bubblesort_ll,0.01934814453125,0.01416015625,  ,  ,2.488
bubblesort_ll,0.013427734375,0.0147705078125,  ,  ,2.533
bubblesort_ll,0.020263671875,0.01470947265625,  ,  ,2.45
bubblesort_ll,0.01324462890625,0.01507568359375,  ,  ,2.533
bubblesort_ll,0.01995849609375,0.01275634765625,  ,  ,2.391
bubblesort_ll,0.01251220703125,0.0137939453125,  ,  ,2.469
bubblesort_ll,0.01910400390625,0.01348876953125,  ,  ,2.405
bubblesort_ll,0.0142822265625,0.01483154296875,  ,  ,2.499
bubblesort_ll,0.013427734375,0.0140380859375,  ,  ,2.506
bubblesort_ll,0.01873779296875,0.01470947265625,  ,  ,2.472
bubblesort_ll,0.01953125,0.01416015625,  ,  ,2.506
bubblesort_ll,0.01312255859375,0.01470947265625,  ,  ,2.422
bubblesort_ll,0.01434326171875,0.01348876953125,  ,  ,2.393
bubblesort_ll,0.0203857421875,0.01434326171875,  ,  ,2.493
bubblesort_ll,0.01287841796875,0.0147705078125,  ,  ,2.526
bubblesort_ll,0.0196533203125,0.01385498046875,  ,  ,2.502
bubblesort_ll,0.01336669921875,0.01422119140625,  ,  ,2.433
bubblesort_ll,0.02069091796875,0.0130615234375,  ,  ,2.461
bubblesort_ll,0.01312255859375,0.01336669921875,  ,  ,2.468
bubblesort_ll,0.0206298828125,0.0155029296875,  ,  ,2.599
bubblesort_ll,0.01336669921875,0.01470947265625,  ,  ,2.532
